iter	RMSE
513	0.1793705485
514	0.1790095541
515	0.1789071822
516	0.1785702374
517	0.1782415898
518	0.1777682305
519	0.1770889885
520	0.1762976527
521	0.1762200356
522	0.1760843706
523	0.1759761089
524	0.1757038573
525	0.1753667125
526	0.1752651505
527	0.1748637009
528	0.1744741009
529	0.174106531
530	0.1736999892
531	0.1733264278
532	0.1729714326
533	0.1728681508
534	0.1727629345
535	0.1725151303
536	0.1723643196
537	0.1720294531
538	0.1717570323
539	0.171578321
540	0.1711260798
541	0.1706948039
542	0.1703756175
543	0.1700070105
544	0.1696477805
545	0.1686827343
546	0.1682686501
547	0.1679546327
548	0.167674617
549	0.1674289163
550	0.1670542604
551	0.1667935494
552	0.1663521777
553	0.1662831449
554	0.1662000132
555	0.1658573834
556	0.1657862518
557	0.1654393327
558	0.1650829927
559	0.1646630426
560	0.1645218972
561	0.1641782063
562	0.1638146905
563	0.1634662809
564	0.1633737306
565	0.1631075952
566	0.162507897
567	0.1623498094
568	0.1621851529
569	0.1617687505
570	0.1616858631
571	0.1613768658
572	0.1610029971
573	0.1607750657
574	0.1604508643
575	0.160131207
576	0.1600143007
577	0.159779945
578	0.1595150603
579	0.1594329207
580	0.1592060004
581	0.158977908
582	0.1586336566
583	0.1583057088
584	0.1578130882
585	0.1575197032
586	0.1571370795
587	0.1568790515
588	0.1568007073
589	0.1564351099
590	0.1562558112
591	0.1559314699
592	0.1555513081
593	0.155244143
594	0.1549511819
595	0.1547075754
596	0.1543995457
597	0.1543277434
598	0.1539458849
599	0.1538648805
600	0.1535448636
601	0.1534787415
602	0.1532353383
603	0.1530153178
604	0.1526789158
605	0.152605622
606	0.1522407587
607	0.1519636389
608	0.1518477094
609	0.1517703811
610	0.1504673504
611	0.1500453306
612	0.1496906099
613	0.1493934127
614	0.1490832985
615	0.1490067573
616	0.1486150659
617	0.1483048481
618	0.1481668891
619	0.1479136187
620	0.1476500596
621	0.1473831338
622	0.1472608569
623	0.1469966438
624	0.1469423892
625	0.1466457463
626	0.1463442526
627	0.1461359909
628	0.1458149139
629	0.1456145296
630	0.1454244386
631	0.1451782077
632	0.1448599513
633	0.1445187741
634	0.1442806977
635	0.1440330272
636	0.1438417052
637	0.1435570525
638	0.1433315921
639	0.1431003427
640	0.1429232114
641	0.1427774076
642	0.1421847164
643	0.1418665831
644	0.1415499761
645	0.1412200676
646	0.1409568082
647	0.1407421081
648	0.1404483307
649	0.1402756819
650	0.1399991951
651	0.139729111
652	0.1394803074
653	0.1391926327
654	0.1388781893
655	0.1387351847
656	0.1385511471
657	0.137420373
658	0.1370890188
659	0.1368112208
660	0.1365033386
661	0.1364395329
662	0.1360732633
663	0.1358005906
664	0.1355309363
665	0.1354833631
666	0.1352744296
667	0.1349596553
668	0.1346690844
669	0.1345726598
670	0.1343200512
671	0.1341277051
672	0.1338823
673	0.1336072799
674	0.1335621204
675	0.1332358923
676	0.1330137681
677	0.1327682212
678	0.1327100709
679	0.1326026568
680	0.132307295
681	0.1320873347
682	0.1318740873
683	0.1314218392
684	0.1310455983
685	0.1309014203
686	0.1306903116
687	0.1304510527
688	0.1302500588
689	0.1301388368
690	0.13007513
691	0.1298257121
692	0.1295845583
693	0.1290939498
694	0.1287920077
695	0.1287327875
696	0.1286251289
697	0.1284244021
698	0.1282860141
699	0.1274608371
700	0.1271585498
701	0.1268848525
702	0.1267164653
703	0.1264339464
704	0.126381927
705	0.1261485134
706	0.1258732422
707	0.1256284578
708	0.1254562344
709	0.1252144398
710	0.1250755887
711	0.124799907
712	0.1245893623
713	0.1243906854
714	0.1241836895
715	0.123912011
716	0.1236968577
717	0.1234514019
718	0.1232793784
719	0.1230276038
720	0.122825241
721	0.1226828761
722	0.1224824721
723	0.1223379265
724	0.1221108427
725	0.1220529004
726	0.1217846578
727	0.1216927726
728	0.1216439416
729	0.120696072
730	0.1206396923
731	0.1203877076
732	0.1201288015
733	0.1200036229
734	0.1197973473
735	0.1195388082
736	0.1193179574
737	0.1191359567
738	0.1189051865
739	0.1187013425
740	0.1184598981
741	0.1183408159
742	0.1181409818
743	0.1179057729
744	0.1178572609
745	0.1175982002
746	0.1173984477
747	0.1165287324
748	0.1163318104
749	0.1160834017
750	0.1158749239
751	0.1157642449
752	0.1155980649
753	0.1155512834
754	0.1153768767
755	0.1151545449
756	0.1149082444
757	0.1147503589
758	0.1145696007
759	0.1143485449
760	0.1141149889
761	0.113914116
762	0.1135232075
763	0.1133557389
764	0.1131891483
765	0.112954535
766	0.1127665616
767	0.1123901346
768	0.1121875123
769	0.1121267306
770	0.1119926018
771	0.1119027214
772	0.1116515802
773	0.1114233652
774	0.1112562853
775	0.1111171593
776	0.1108678924
777	0.1106877774
778	0.1105292892
779	0.1104826989
780	0.1104413516
781	0.1102603668
782	0.1101083647
783	0.1099190871
784	0.109253831
785	0.1091401987
786	0.1090126525
787	0.1087808952
788	0.1087339073
789	0.1085268322
790	0.1083512721
791	0.1081852347
792	0.1079193
793	0.1077034975
794	0.1075189888
795	0.1072978824
796	0.1072557228
797	0.1070439021
798	0.1068260631
799	0.1066299157
800	0.1064747023
801	0.10626312
802	0.1060460748
803	0.1059691863
804	0.1058456894
805	0.1056161863
806	0.1054436294
807	0.1053449963
808	0.1051278514
809	0.104975229
810	0.1048480379
811	0.104627462
812	0.1044508999
813	0.1042975896
814	0.1041185093
815	0.1039826874
816	0.1038061259
817	0.1037204636
818	0.1036915544
819	0.1034968593
820	0.1033387805
821	0.1031393409
822	0.1029866289
823	0.1028398253
824	0.1026505543
825	0.1024501836
826	0.1023205892
827	0.1021438488
828	0.1020710708
829	0.1019426589
830	0.1018173617
831	0.101687451
832	0.1016555469
833	0.1014571715
834	0.1012621007
835	0.1010179842
836	0.1004392891
837	0.1003610618
838	0.1002542263
839	0.1001320375
840	0.1000140135
841	0.09991335441
842	0.09973711502
843	0.0996248324
844	0.09953707708
845	0.09935104539
846	0.09917106803
847	0.09906149479
848	0.09888278373
849	0.09867482259
850	0.09845440216
851	0.09843006087
852	0.09834774575
853	0.09824192848
854	0.09814400132
855	0.09796761197
856	0.09786905652
857	0.0977549593
858	0.09755028103
859	0.09742867016
860	0.09739714876
861	0.0972753153
862	0.09715471691
863	0.09696301236
864	0.09678381407
865	0.09658364814
866	0.09640519291
867	0.09625036701
868	0.0957500154
869	0.09562921944
870	0.09547527066
871	0.0953139193
872	0.09523766324
873	0.09507504436
874	0.09488634466
875	0.09471222675
876	0.09462526108
877	0.09445949302
878	0.09425461387
879	0.09398267164
880	0.09382260813
881	0.09378793747
882	0.0935605242
883	0.0934581515
884	0.0933251746
885	0.09318783034
886	0.09303912203
887	0.09288583534
888	0.09286360094
889	0.09271106067
890	0.09251061336
891	0.09237741666
892	0.09234432519
893	0.09222446052
894	0.09211068474
895	0.09190964028
896	0.09187471142
897	0.09177464801
898	0.09162330698
899	0.09155738072
900	0.09151506476
901	0.09139085358
902	0.0912921731
903	0.09123104404
904	0.09119907136
905	0.09112805607
906	0.09100660781
907	0.0908802922
908	0.09067261597
909	0.09048031114
910	0.09036514452
911	0.09016136688
912	0.09013260607
913	0.08999007723
914	0.08995022891
915	0.08978301941
916	0.0896512827
917	0.08953253477
918	0.08934737076
919	0.08917842452
920	0.08905964412
921	0.08886959489
922	0.08875720061
923	0.08866808555
924	0.08848213601
925	0.08831249561
926	0.08816366302
927	0.08803305081
928	0.08790661127
929	0.08777648323
930	0.08761462237
931	0.08750990628
932	0.08742857869
933	0.08738999351
934	0.0872934609
935	0.08717818321
936	0.0870598814
937	0.0869294404
938	0.08681673652
939	0.08671036629
940	0.08655048655
941	0.08639009292
942	0.08620906317
943	0.08602843713
944	0.08591505857
945	0.08579189794
946	0.08569963618
947	0.08563602236
948	0.08548415721
949	0.08537488974
950	0.08528315106
951	0.08511971595
952	0.08496230597
953	0.08488934953
954	0.08473033808
955	0.08464132822
956	0.08449934646
957	0.08404875521
958	0.08395346242
959	0.08383191565
960	0.08373424334
961	0.08363718321
962	0.08351924625
963	0.08342437409
964	0.08334109771
965	0.0832538637
966	0.0831392989
967	0.08304180929
968	0.08290472952
969	0.08279722659
970	0.0827056428
971	0.082580645
972	0.0824192297
973	0.08227379075
974	0.08217183787
975	0.08201863542
976	0.08191814946
977	0.08178504531
978	0.08170313807
979	0.0816189075
980	0.08148644518
981	0.08143847613
982	0.08128608486
983	0.08114754021
984	0.08105679652
985	0.0809599213
986	0.08087203561
987	0.08074670908
988	0.08059556544
989	0.08054942314
990	0.0805076229
991	0.08036637839
992	0.08033354523
993	0.08018081292
994	0.08004500742
995	0.07996405936
996	0.07983248435
997	0.07969280172
998	0.0795432326
999	0.07944464545
